1,13000000531,山东,济南,中国联通,250000
2,13000010519,江苏,常州,中国联通,213000
3,13000020565,安徽,巢湖,中国联通,238000
4,13000030831,四川,宜宾,中国联通,644000
5,13000040813,四川,自贡,中国联通,643000
6,1300005029,陕西,西安,中国联通,710000
7,1300006025,江苏,南京,中国联通,210000
8,1300007029,陕西,西安,中国联通,710000
9,1300008027,湖北,武汉,中国联通,430000
10,1300009029,陕西,西安,中国联通,710000
11,1300010010,北京,北京,中国联通,100000
12,1300011010,北京,北京,中国联通,100000
13,1300012022,天津,天津,中国联通,300000
14,1300013022,天津,天津,中国联通,300000
15,1300014022,天津,天津,中国联通,300000
16,13000150533,山东,淄博,中国联通,255000
17,13000160535,山东,烟台,中国联通,264000
18,13000170531,山东,济南,中国联通,250000
19,1300018022,天津,天津,中国联通,300000
20,1300019022,天津,天津,中国联通,300000
21,1300020021,上海,上海,中国联通,200000
22,1300021021,上海,上海,中国联通,200000
23,1300022021,上海,上海,中国联通,200000
24,1300023021,上海,上海,中国联通,200000
25,1300024021,上海,上海,中国联通,200000
26,1300025025,江苏,南京,中国联通,210000
27,1300026025,江苏,南京,中国联通,210000
28,13000270535,山东,烟台,中国联通,264000
29,1300028025,江苏,南京,中国联通,210000
30,1300029025,江苏,南京,中国联通,210000
31,1300030025,江苏,南京,中国联通,210000
32,1300031025,江苏,南京,中国联通,210000
33,1300032025,江苏,南京,中国联通,210000
34,13000330510,江苏,无锡,中国联通,214000
35,13000340510,江苏,无锡,中国联通,214000
36,13000350510,江苏,无锡,中国联通,214000
37,13000360510,江苏,无锡,中国联通,214000
38,13000370510,江苏,无锡,中国联通,214000
39,13000380510,江苏,无锡,中国联通,214000
40,13000390510,江苏,无锡,中国联通,214000
41,1300040020,广东,广州,中国联通,510000
42,1300041020,广东,广州,中国联通,510000
43,1300042020,广东,广州,中国联通,510000
44,1300043020,广东,广州,中国联通,510000
45,1300044020,广东,广州,中国联通,510000
46,1300045010,北京,北京,中国联通,100000
47,1300046010,北京,北京,中国联通,100000
48,1300047010,北京,北京,中国联通,100000
49,1300048010,北京,北京,中国联通,100000
50,1300049010,北京,北京,中国联通,100000
51,1300050020,广东,广州,中国联通,510000
52,1300051020,广东,广州,中国联通,510000
53,1300052020,广东,广州,中国联通,510000
54,1300053020,广东,广州,中国联通,510000
55,1300054020,广东,广州,中国联通,510000
56,1300055020,广东,广州,中国联通,510000
57,1300056020,广东,广州,中国联通,510000
58,1300057020,广东,广州,中国联通,510000
59,1300058020,广东,广州,中国联通,510000
60,13000590771,广西,南宁,中国联通,530000
61,1300060020,广东,广州,中国联通,510000
62,13000610724,湖北,荆门,中国联通,448000
63,1300062020,广东,广州,中国联通,510000
64,1300063020,广东,广州,中国联通,510000
65,1300064020,广东,广州,中国联通,510000
66,13000650536,山东,潍坊,中国联通,261000
67,1300066020,广东,广州,中国联通,510000
68,13000670577,浙江,温州,中国联通,325000
69,1300068020,广东,广州,中国联通,510000
70,13000690771,广西,南宁,中国联通,530000
71,1300070020,广东,广州,中国联通,510000
72,1300071027,湖北,武汉,中国联通,430000
73,1300072020,广东,广州,中国联通,510000
74,1300073020,广东,广州,中国联通,510000
75,1300074020,广东,广州,中国联通,510000
76,1300075020,广东,广州,中国联通,510000
77,13000760371,河南,郑州,中国联通,450000
78,1300077020,广东,广州,中国联通,510000
79,1300078020,广东,广州,中国联通,510000
80,1300079020,广东,广州,中国联通,510000
81,1300080020,广东,广州,中国联通,510000
82,1300081020,广东,广州,中国联通,510000
83,1300082020,广东,广州,中国联通,510000
84,1300083020,广东,广州,中国联通,510000
85,1300084020,广东,广州,中国联通,510000
86,1300085020,广东,广州,中国联通,510000
87,1300086020,广东,广州,中国联通,510000
88,13000870931,甘肃,兰州,中国联通,730000
89,1300088020,广东,广州,中国联通,510000
90,1300089020,广东,广州,中国联通,510000
91,13000900574,浙江,宁波,中国联通,315000
92,13000910431,吉林,长春,中国联通,130000
93,13000920414,辽宁,本溪,中国联通,117000
94,13000930417,辽宁,营口,中国联通,115000
95,13000940411,辽宁,大连,中国联通,116000
96,13000950472,内蒙古,包头,中国联通,014000
97,13000960991,新疆,乌鲁木齐,中国联通,830000
98,13000970454,黑龙江,佳木斯,中国联通,154000
99,13000980451,黑龙江,哈尔滨,中国联通,150000
100,13000990591,福建,福州,中国联通,350000
101,1300100010,北京,北京,中国联通,100000
102,1300101010,北京,北京,中国联通,100000
103,1300102010,北京,北京,中国联通,100000
104,1300103010,北京,北京,中国联通,100000
105,1300104010,北京,北京,中国联通,100000
106,1300105010,北京,北京,中国联通,100000
107,1300106010,北京,北京,中国联通,100000
108,1300107010,北京,北京,中国联通,100000
109,1300108010,北京,北京,中国联通,100000
110,1300109010,北京,北京,中国联通,100000
111,1300110010,北京,北京,中国联通,100000
112,1300111010,北京,北京,中国联通,100000
113,1300112010,北京,北京,中国联通,100000
114,1300113010,北京,北京,中国联通,100000
115,1300114010,北京,北京,中国联通,100000
116,1300115010,北京,北京,中国联通,100000
117,1300116010,北京,北京,中国联通,100000
118,1300117010,北京,北京,中国联通,100000
119,1300118010,北京,北京,中国联通,100000
120,1300119010,北京,北京,中国联通,100000
121,1300120010,北京,北京,中国联通,100000
122,1300121010,北京,北京,中国联通,100000
